trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
425,False,"{'a': 0.2, 'e': 0.01440759184311235}",20,13,15.59255910299811,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.2, 'e': 0.014264233908999256}",25,13,18.805809130807685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.2, 'e': 0.014122302410163962}",20,16,8.734536935638197,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.2, 'e': 0.013981783153338296}",35,22,14.351052588141531,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.2, 'e': 0.013842662086479501}",20,8,24.232101305939374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.2, 'e': 0.013704925297364945}",20,3,26.552292138973527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.2, 'e': 0.013568559012200934}",25,0,39.43214930172478,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
432,False,"{'a': 0.2, 'e': 0.013433549594245302}",25,11,18.026345981030403,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.2, 'e': 0.013299883542443767}",35,13,38.698311416756255,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.2, 'e': 0.013167547490079751}",20,0,32.76914025265869,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
435,False,"{'a': 0.2, 'e': 0.013036528203437736}",25,5,34.61126530634837,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.2, 'e': 0.012906812580479862}",35,16,32.99042962224487,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.2, 'e': 0.01277838764953576}",20,10,16.902857795033032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.2, 'e': 0.012651240568005305}",30,15,28.65945320812625,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.2, 'e': 0.012525358621074385}",20,2,32.03728565755122,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.2, 'e': 0.012400729220443406}",30,10,34.1378436432096,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.2, 'e': 0.012277339903068436}",20,16,7.322012646455416,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.2, 'e': 0.012155178329914935}",25,13,22.288808290585166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.2, 'e': 0.012034232284723775}",25,0,40.88910899799724,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.2, 'e': 0.011914489672789647}",25,7,1.406174615764948,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
445,False,"{'a': 0.2, 'e': 0.011795938519751562}",25,2,39.40277319298338,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.2, 'e': 0.011678566970395442}",25,19,7.771988511161622,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.2, 'e': 0.011562363287468536}",25,20,7.916104547003607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.2, 'e': 0.01144731585050571}",30,11,30.531490168153436,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.2, 'e': 0.011333413154667387}",25,3,35.896072466355164,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.2, 'e': 0.011220643809589084}",20,10,16.447841414768973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.2, 'e': 0.011108996538242306}",20,8,15.581021116409561,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.2, 'e': 0.010998460175806881}",30,0,40.75088816434658,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.2, 'e': 0.01088902366855444}",25,11,27.673372857232916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.2, 'e': 0.010780676072743084}",30,12,34.156788011738705,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.2, 'e': 0.010673406553522925}",20,0,26.053871126252343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.2, 'e': 0.010567204383852655}",25,10,19.66112349992742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.2, 'e': 0.010462058943426795}",20,12,4.7559340394999285,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.2, 'e': 0.010357959717613696}",20,9,22.167142012466634,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.2, 'e': 0.010254896296404022}",20,9,19.854185816226266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.2, 'e': 0.010152858373369763}",20,14,8.254198118732166,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.2, 'e': 0.010051835744633576}",20,6,21.78504662940677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.2, 'e': 0.00995181830784842}",20,0,30.744163029802134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",25,12,22.958566009567235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,15,16.027732957232526,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,15.886892049145327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,15,8.929947696923428,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,22.394552991175143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,4,21.815627022292198,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,0,22.154711367959685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",20,14,11.712204093984317,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,4,25.090972569926162,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,10,17.0666408596793,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
