trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
240,False,"{'a': 0.2, 'e': 0.09162968387750484}",20,6,13.527292864114258,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.2, 'e': 0.09071795328941251}",20,14,15.172800783335164,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.2, 'e': 0.08981529457224763}",25,15,-6.765705158376054,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.2, 'e': 0.08892161745938634}",25,20,7.408815848946469,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.2, 'e': 0.08803683258237255}",20,7,19.89307133895381,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.2, 'e': 0.0871608514619813}",20,6,19.960377128113343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.2, 'e': 0.0862935864993705}",20,12,15.825639408233036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.2, 'e': 0.08543495096732123}",20,0,31.11108173071153,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.2, 'e': 0.08458485900156469}",25,20,4.738959079956672,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.2, 'e': 0.08374322559219596}",25,16,3.057822421689291,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.2, 'e': 0.08290996657517266}",25,7,29.840217540889952,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.2, 'e': 0.0820849986238988}",25,14,-1.1431776230651591,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.2, 'e': 0.08126823924089167}",20,0,14.131164459346898,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.2, 'e': 0.08045960674953244}",20,13,8.248264986531824,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.2, 'e': 0.07965902028589801}",20,11,-25.66636565994075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.2, 'e': 0.07886639979067495}",20,2,27.165019969980182,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.2, 'e': 0.07808166600115313}",25,15,-7.137681269849346,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.2, 'e': 0.07730474044329974}",25,20,8.954747645063968,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.2, 'e': 0.07653554542391151}",25,12,22.370616250085146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.2, 'e': 0.07577400402284548}",20,13,11.95493134075199,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.2, 'e': 0.07502004008532698}",25,0,35.36838457964143,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
261,False,"{'a': 0.2, 'e': 0.07427357821433388}",25,15,-2.3329258838710256,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
262,False,"{'a': 0.2, 'e': 0.0735345437630571}",25,12,-20.069155513067667,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.2, 'e': 0.07280286282743559}",20,2,2.523239878161138,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.2, 'e': 0.0720784622387661}",20,0,-36.651112407626385,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
265,False,"{'a': 0.2, 'e': 0.07136126955638605}",20,7,21.331446115175194,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.2, 'e': 0.0706512130604296}",35,18,30.404477783146113,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.2, 'e': 0.06994822174465536}",25,20,7.043494199185371,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.2, 'e': 0.069252225309346}",30,21,14.917730736764206,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.2, 'e': 0.06856315415427791}",20,16,7.509633848040395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.2, 'e': 0.06788093937176144}",20,5,-27.4324823261616,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
271,False,"{'a': 0.2, 'e': 0.06720551273974976}",30,22,4.33083503875274,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.2, 'e': 0.06653680671501686}",30,0,42.137493047130576,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
273,False,"{'a': 0.2, 'e': 0.06587475442640295}",20,14,12.660989159730356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.2, 'e': 0.06521928966812753}",30,20,13.78077584479819,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.2, 'e': 0.06457034689316847}",30,4,31.82136683240106,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.2, 'e': 0.06392786120670757}",20,0,-36.98007563392791,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
277,False,"{'a': 0.2, 'e': 0.0632917683596407}",20,0,-24.88914393897582,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
278,False,"{'a': 0.2, 'e': 0.06266200474215315}",20,6,17.701187539903955,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.2, 'e': 0.06203850737735829}",20,14,10.504298246351814,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.2, 'e': 0.06142121391500013}",20,12,14.060301607601842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.2, 'e': 0.06081006262521795}",25,16,21.468953018967017,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.2, 'e': 0.06020499239237354}",25,7,30.89408618686966,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.2, 'e': 0.05960594270893937}",30,18,20.920803682032098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.2, 'e': 0.05901285366944784}",30,4,-4.573044315025699,"{0: 24, 1: 0, 2: 0, 3: 2, 4: 0}",1
285,False,"{'a': 0.2, 'e': 0.05842566596450083}",20,11,16.582203211521747,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.2, 'e': 0.057844320874838456}",20,15,8.99204651736665,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.2, 'e': 0.05726876026546736}",20,3,-27.938126958096227,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
288,False,"{'a': 0.2, 'e': 0.0566989265798469}",25,4,32.9525413099693,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.2, 'e': 0.056134762834133725}",25,2,-4.323311666738971,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.2, 'e': 0.05557621261148306}",25,14,17.491331560015666,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.2, 'e': 0.05502322005640723}",20,7,23.193465995583253,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.2, 'e': 0.05447572986918986}",20,6,24.070755481807627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.2, 'e': 0.05393368730035602}",20,14,10.218449089119446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.2, 'e': 0.053397038145197084}",20,7,20.451887921570048,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.2, 'e': 0.05286572873835037}",25,11,20.69516269710297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.2, 'e': 0.05233970594843238}",20,16,8.11518459515381,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.2, 'e': 0.05181891717272583}",25,11,24.693971305090713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.2, 'e': 0.05130331033191911}",25,19,7.698524352333442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.2, 'e': 0.0507928338648985}",25,0,13.898505846734231,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.2, 'e': 0.050287436723591865}",20,13,13.785457477603098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.2, 'e': 0.049787068367863944}",30,20,-5.129396331091578,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.2, 'e': 0.04929167876046215}",20,13,5.529534101473842,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.2, 'e': 0.04880121836201296}",30,0,24.00911987405863,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.2, 'e': 0.04831563812606777}",30,13,31.69969746460721,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.2, 'e': 0.04783488949419837}",25,0,34.815028938530695,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
306,False,"{'a': 0.2, 'e': 0.04735892439114091}",35,21,22.953066652023402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.2, 'e': 0.046887695219988486}",25,17,15.79095716691433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.2, 'e': 0.04642115485743125}",25,0,-10.323153640216162,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
309,False,"{'a': 0.2, 'e': 0.045959256649044204}",20,15,9.426608925013651,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.2, 'e': 0.04550195440462157}",20,16,7.945249857478618,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.2, 'e': 0.0450492023935578}",20,5,24.20817452811389,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.2, 'e': 0.044600955340274535}",20,16,8.233218135494809,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.2, 'e': 0.04415716841969286}",25,14,20.887858238521236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.2, 'e': 0.04371779725275094}",20,9,17.40169864163852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.2, 'e': 0.043282797901965896}",20,12,14.293719650919702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.2, 'e': 0.04285212686704019}",30,16,18.15462229886537,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.2, 'e': 0.042425741080511385}",25,7,29.427628394225334,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.2, 'e': 0.04200359790344555}",20,6,21.328536115421908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.2, 'e': 0.04158565512117316}",25,16,18.476749738950257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.2, 'e': 0.04117187093906774}",25,13,23.408856366035554,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.2, 'e': 0.04076220397836621}",25,6,31.186921832667267,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.2, 'e': 0.04035661327203115}",20,3,28.12552909569631,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.2, 'e': 0.039955058260653896}",25,20,8.824816692852517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.2, 'e': 0.039557498788398725}",30,15,27.790341792447034,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.2, 'e': 0.039163895098987066}",30,10,32.375589956684905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.2, 'e': 0.03877420783172201}",20,8,7.482741330905843,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.2, 'e': 0.038388398017552054}",25,12,24.455430000035996,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.2, 'e': 0.038006427075174314}",20,2,-10.314799621141283,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
329,False,"{'a': 0.2, 'e': 0.0376282568071762}",20,13,9.998339011231646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.2, 'e': 0.03725384939621581}",30,16,28.91910003657585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.2, 'e': 0.036883167401239994}",20,8,20.611210150967935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.2, 'e': 0.0365161737537404}",30,8,44.24424724943353,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.2, 'e': 0.03615283175404641}",30,14,25.525132262596287,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.2, 'e': 0.0357931050676553}",25,15,19.4347365757357,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.2, 'e': 0.03543695772159864}",35,27,16.0333805487532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.2, 'e': 0.035084354100845025}",25,11,25.186347676402946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.2, 'e': 0.03473525894473856}",30,8,24.20228402924938,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.2, 'e': 0.03438963734347271}",20,7,24.58454131616146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.2, 'e': 0.034047454734599344}",20,14,12.627800814468706,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.2, 'e': 0.033708676899572396}",25,3,27.968618353950877,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.2, 'e': 0.03337326996032608}",25,14,10.334717578487117,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.2, 'e': 0.03304120037588693}",20,14,11.555837304641267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.2, 'e': 0.03271243493901982}",20,2,-10.08322582093986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.2, 'e': 0.03238694077290704}",30,12,-13.329071040801958,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.2, 'e': 0.03206468532786077}",25,3,35.827779485104145,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.2, 'e': 0.03174563637806794}",20,0,18.000603370696457,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,False,"{'a': 0.2, 'e': 0.03142976201836771}",30,18,22.97323903953648,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.2, 'e': 0.03111703066106086}",35,1,-18.55138841299386,"{0: 31, 1: 0, 2: 2, 3: 0, 4: 1}",1
349,False,"{'a': 0.2, 'e': 0.030807411032751076}",20,8,19.681186405032555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.2, 'e': 0.030500872171217483}",20,13,12.234895858807306,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.2, 'e': 0.0301973834223185}",25,16,-23.85313836545549,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.2, 'e': 0.029896914436926308}",25,17,15.205268071257521,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.2, 'e': 0.029599435167892}",20,0,31.193692425696906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.2, 'e': 0.029304915867040746}",30,19,15.491001304146174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.2, 'e': 0.029013327082197053}",30,21,16.87417332343928,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.2, 'e': 0.028724639654239423}",20,3,33.47835806666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.2, 'e': 0.028438824714184505}",30,23,10.978014879648356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.2, 'e': 0.028155853680300096}",20,9,22.743259971635236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.2, 'e': 0.027875698255247015}",30,8,28.723845427475194,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.2, 'e': 0.027598330423249287}",25,4,31.220876887327623,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.2, 'e': 0.02732372244729256}",25,18,12.131145322603372,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.2, 'e': 0.027051846866350416}",20,7,24.49333718400615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.2, 'e': 0.026782676492638175}",25,12,25.276385182633184,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.2, 'e': 0.02651618440889418}",25,15,18.62923413595813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.2, 'e': 0.02625234396568796}",20,6,21.20100770942923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.2, 'e': 0.025991128778755347}",30,12,30.668960868059667,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.2, 'e': 0.02573251272635994}",25,0,28.02345220866911,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
368,False,"{'a': 0.2, 'e': 0.025476469946681016}",20,0,31.347847120800015,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
369,False,"{'a': 0.2, 'e': 0.025222974835227212}",20,3,27.372037373893058,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.2, 'e': 0.024972002042276155}",25,0,30.65361740206924,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
371,False,"{'a': 0.2, 'e': 0.024723526470339388}",20,2,34.83511900050995,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.2, 'e': 0.02447752327165267}",25,16,15.932132146827543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.2, 'e': 0.024233967845691113}",25,17,11.606447167286095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.2, 'e': 0.023992835836709175}",20,14,10.250220319934947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.2, 'e': 0.023754103131304997}",20,13,13.02301704304261,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.2, 'e': 0.023517745856009107}",20,14,12.897227677399034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.2, 'e': 0.023283740374897}",30,9,35.80519522269539,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.2, 'e': 0.02305206328722557}",20,10,14.46422649714045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.2, 'e': 0.02282269142509297}",20,12,12.323687025258542,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.2, 'e': 0.022595601851121864}",20,14,7.725823650245647,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.2, 'e': 0.02237077185616559}",30,8,38.26519048903116,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.2, 'e': 0.022148178957037315}",20,13,13.669993345123693,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.2, 'e': 0.02192780089426161}",20,9,17.097537390006124,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.2, 'e': 0.02170961562984857}",25,11,23.378551139993323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.2, 'e': 0.021493601345089923}",25,7,33.25565145403944,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.2, 'e': 0.02127973643837717}",25,12,20.293454515472046,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.2, 'e': 0.021067999523041434}",30,7,35.48679308625802,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.2, 'e': 0.02085836942521472}",20,0,33.37006042847716,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.2, 'e': 0.020650825181712566}",20,0,29.84913219826881,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.2, 'e': 0.020445346037937653}",25,15,20.518476639771055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.2, 'e': 0.02024191144580439}",25,0,19.436198261902327,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
392,False,"{'a': 0.2, 'e': 0.020040501061684014}",25,3,35.385012356029435,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.2, 'e': 0.019841094744370288}",20,10,16.727252033975734,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.2, 'e': 0.019643672553065292}",20,3,30.385278437202736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.2, 'e': 0.01944821474538539}",30,18,18.7019217864696,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.2, 'e': 0.01925470177538692}",20,3,19.741129280054306,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.2, 'e': 0.019063114291611637}",25,20,9.724807574691486,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.2, 'e': 0.018873433135151486}",25,10,22.099252872662365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.2, 'e': 0.018685639337732773}",25,18,13.657884626020804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.2, 'e': 0.018499714119819242}",20,10,13.744238875549419,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.2, 'e': 0.01831563888873418}",20,5,22.99063949824088,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.2, 'e': 0.018133395236801075}",20,6,20.726907098596318,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.2, 'e': 0.01795296493950285}",25,12,24.597977204429082,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.2, 'e': 0.01777432995365944}",20,12,13.187820283496407,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.2, 'e': 0.017597472415623393}",20,10,17.5748864552369,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.2, 'e': 0.017422374639493515}",20,14,8.954654762196249,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.2, 'e': 0.017249019115346265}",30,20,18.49618006530344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.2, 'e': 0.017077388507484793}",20,13,14.69755694481568,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.2, 'e': 0.01690746565270528}",20,8,22.413070757280064,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.2, 'e': 0.016739233558580632}",20,2,27.889881902490337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.2, 'e': 0.016572675401761255}",25,0,30.764672811515364,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
412,False,"{'a': 0.2, 'e': 0.016407774526292645}",25,15,17.69171688459682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.2, 'e': 0.01624451444194987}",20,0,27.4155177602708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
414,False,"{'a': 0.2, 'e': 0.016082878822588433}",20,12,16.946643467464785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.2, 'e': 0.015922851504511698}",25,12,19.78426713148658,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.2, 'e': 0.015764416484854486}",20,16,5.74942485003658,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.2, 'e': 0.01560755791998283}",25,10,26.257939891751914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.2, 'e': 0.015452260123909515}",30,19,20.485653389806988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.2, 'e': 0.015298507566725518}",25,14,15.908003005594495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.2, 'e': 0.01514628487304698}",20,9,21.852936125034578,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.2, 'e': 0.014995576820477703}",25,16,14.825010976623421,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.2, 'e': 0.014846368338086832}",25,19,9.448101664860571,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.2, 'e': 0.014698644504901784}",20,3,26.73746245664625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.2, 'e': 0.014552390548416123}",20,5,25.35198104763625,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
